PK_CLIENTE,NOME_CLIENTE,EMAIL_CLIENTE,TIPO_CLIENTE,CPFCNPJ_CLIENTE,TS_INCLUSAO,DATA_NASCIMENTO_CLEINTE,ENDERECO_CLIENTE,CEP_CLIENTE,UF_CLIENTE
690,Carlos Eduardo das Neves,dribeiro@example.org,PF,01537928686,2014-11-14T10:16:00.000Z,1980-06-27,"Lagoa Mendes, 74
Baleia
72462501 Moraes / RJ",01596724,RJ
691,Elisa Pereira,valentina40@example.net,PF,25318947050,2022-08-26T11:43:00.000Z,1966-07-03,"Lagoa de Nascimento, 422
Barro Preto
55478-263 Dias / MT",85120-522,MT
692,Miguel Peixoto,martinsemilly@example.org,PF,02965783474,2019-12-19T12:44:00.000Z,1990-02-27,"Rua das Neves, 92
Vila Madre Gertrudes 4ª Seção
46709409 Lopes / MS",97782-615,MS
693,Carolina Rodrigues,qcarvalho@example.org,PF,62930875429,2016-10-18T14:18:00.000Z,1982-11-21,"Quadra Ribeiro, 710
Vila Mantiqueira
63869202 Cunha de Silva / MA",67054-570,MA
694,Enzo Caldeira,pereirapedro@example.net,PF,74986032178,2019-06-21T15:14:00.000Z,1997-07-26,"Aeroporto Esther Nogueira, 863
Califórnia
72504-707 Monteiro / SP",77763833,SP
695,Lucas Gabriel Rezende,melissa31@example.com,PF,03417256844,2019-01-03T12:32:00.000Z,1954-06-01,"Conjunto Breno Novaes, 54
Vila Dos Anjos
90979-552 Campos de Melo / MS",03166-379,MS
696,Ian Martins,pintostephany@example.com,PF,74068935157,2016-08-17T14:14:00.000Z,1951-12-04,"Pátio Luiz Henrique Lopes, 97
Marmiteiros
88332668 Silva da Prata / GO",01697859,GO
697,Thomas Vieira,leticiada-rocha@example.org,PF,89056217321,2013-01-25T13:29:00.000Z,2004-04-14,"Conjunto de Silveira, 71
Santa Branca
12944-489 da Mata de Pereira / TO",15984-247,TO
698,Felipe da Costa,clariceda-cruz@example.com,PF,74685930274,2016-09-13T16:03:00.000Z,1953-11-10,"Fazenda de Caldeira, 46
Outro
76868-632 Vieira de Minas / SP",98383701,SP
699,Calebe da Luz,cardosoyuri@example.com,PF,41629837040,2022-05-24T14:29:00.000Z,1956-03-01,"Núcleo Alves
Conjunto Serra Verde
42739-675 Azevedo do Campo / BA",25099-614,BA
700,Bruno Oliveira,calebe23@example.net,PF,12398456773,2014-10-14T12:25:00.000Z,1975-04-02,"Rua Ferreira, 22
Conjunto Paulo Vi
20913-198 da Rosa Verde / DF",55512304,DF
701,Maria Vitória Fernandes,danielfreitas@example.com,PF,84132097650,2019-04-15T13:08:00.000Z,1967-06-19,"Chácara Lorena Nogueira, 535
Jardim Montanhês
46674-674 Mendes / SC",76134-358,SC
702,Maria Fernanda da Costa,julianamendes@example.com,PF,94316027840,2022-02-18T12:06:00.000Z,1965-06-04,"Lago Alves
Olaria
35669-411 Aragão de da Cunha / GO",41115152,GO
703,Letícia Souza,amandada-rocha@example.org,PF,91456203770,2021-10-26T12:23:00.000Z,1952-06-04,"Recanto de Vieira, 3
Solimoes
32235816 Cunha / RO",45837324,RO
704,Lavínia Caldeira,bryan84@example.org,PF,17249058649,2016-10-07T13:51:00.000Z,1962-03-03,"Lago Lívia Rodrigues, 55
Minas Brasil
54075-899 Santos / CE",07780-503,CE
705,Sabrina Nunes,joaodas-neves@example.net,PF,79613248528,2022-09-04T15:14:00.000Z,1944-06-29,"Parque de Campos, 53
Vila São Paulo
03965-355 Moreira / SP",06233-629,SP
706,Lorenzo Barbosa,toliveira@example.org,PF,54971360875,2018-11-07T14:05:00.000Z,1963-09-15,"Núcleo Vieira, 18
Barão Homem De Melo 2ª Seção
87324-761 da Costa / AM",95139-849,AM
707,Carlos Eduardo Viana,nicolas13@example.net,PF,13296705406,2016-08-05T13:35:00.000Z,1950-03-14,"Esplanada Luigi Novaes, 952
Mangueiras
59915-207 Vieira / MT",56978-191,MT
708,Maria Vieira,alexiacunha@example.net,PF,13746508975,2018-07-19T13:37:00.000Z,1990-06-03,"Praça de da Mota, 4
Vila Das Oliveiras
20793-017 Freitas de Nogueira / PA",77989-384,PA
709,Lavínia da Rocha,ryan08@example.com,PF,05487932638,2019-03-10T14:26:00.000Z,1978-01-26,"Jardim de Almeida
Alípio De Melo
76440-267 da Cruz / PR",40841579,PR
710,Ryan Cunha,msales@example.com,PF,72054689300,2016-12-02T13:50:00.000Z,1992-04-17,"Estrada da Mota, 98
São Francisco
60556-393 Barbosa / RR",00995-146,RR
711,Isis Nogueira,zcampos@example.org,PF,43680921713,2018-07-24T12:06:00.000Z,1964-06-14,"Viela João Lucas Peixoto, 103
Solar Do Barreiro
91742830 Souza / PA",56663-075,PA
712,Alana Costa,ninamartins@example.net,PF,04539712616,2022-10-18T16:40:00.000Z,1980-02-12,"Trecho Vicente Souza, 52
São Vicente
82985-100 Silveira dos Dourados / GO",95174425,GO
713,João Miguel Nunes,isaacsantos@example.com,PF,27415368991,2015-02-02T13:31:00.000Z,1963-11-21,"Avenida Benjamin Lima, 483
Vale Do Jatoba
80095-943 Moreira / DF",86017-759,DF
714,Breno Barbosa,zazevedo@example.com,PF,42160398551,2015-09-19T11:23:00.000Z,2004-06-18,"Lago Cunha, 42
Camponesa 1ª Seção
44018062 Mendes / RJ",56991525,RJ
715,Bianca Monteiro,bda-mata@example.net,PF,59712048314,2022-07-06T14:54:00.000Z,1947-04-12,"Núcleo Lorena Cunha, 2
Jardim Do Vale
28499-799 da Rosa / MG",32932627,MG
716,Emanuel Caldeira,vcardoso@example.net,PF,62975483074,2021-02-15T14:46:00.000Z,1967-02-22,"Colônia de Cavalcanti, 17
Vila Nova Gameleira 1ª Seção
41779086 da Cunha / RO",54958845,RO
717,Manuela da Rocha,igorda-mata@example.com,PF,40185693784,2020-06-11T15:16:00.000Z,1985-09-04,"Avenida de da Rosa, 655
São Bento
28803876 Freitas do Sul / ES",74858985,ES
718,Enzo Nogueira,martinscaua@example.org,PF,70356189295,2014-05-19T11:34:00.000Z,1981-01-02,"Rua Lucca Nogueira, 574
Trevo
55947-917 Souza de Nunes / DF",91632-550,DF
719,Clara Castro,erick98@example.org,PF,09158732497,2021-06-22T10:54:00.000Z,1959-04-12,"Praça de Souza, 596
Tres Marias
35173-814 Santos / RR",75347752,RR
720,Joaquim Nunes,sofianunes@example.org,PF,03645128905,2015-03-05T13:53:00.000Z,1972-03-29,"Estrada Vinicius da Conceição, 360
Vila Antena Montanhês
84768-564 Cunha / ES",13504-906,ES
721,Leandro da Cruz,ana-beatriz94@example.net,PF,89240356738,2021-12-18T10:28:00.000Z,2003-08-26,"Fazenda Gomes, 93
Itaipu
44426-678 Santos dos Dourados / AM",38285-384,AM
722,Sarah Costela,qda-cruz@example.org,PF,64058239115,2018-06-08T16:12:00.000Z,1998-01-25,"Área de Viana, 4
Maria Helena
93981802 Barros da Prata / RO",04707454,RO
723,Raquel Rodrigues,garagao@example.com,PF,53781642909,2016-04-05T15:05:00.000Z,1949-08-30,"Esplanada de Cunha, 871
Vila Maloca
80892006 da Cunha Grande / AM",25470544,AM
724,João Miguel Silveira,samuelnovaes@example.com,PF,73419562837,2020-04-28T11:04:00.000Z,1987-01-16,"Vereda Maria Monteiro, 64
União
97165-671 Melo / GO",73781220,GO
725,Camila Novaes,maria-fernandavieira@example.com,PF,12638097586,2017-12-15T12:01:00.000Z,1963-03-19,"Favela Bárbara Pereira, 39
São Francisco
18123709 Caldeira / DF",15348-904,DF
726,Kevin Moura,isabella47@example.com,PF,87936145001,2018-10-17T12:16:00.000Z,1985-07-03,"Pátio de Pinto, 52
Vila Engenho Nogueira
29383853 Santos do Amparo / SP",37687-419,SP
727,Igor Teixeira,joao-guilhermeda-costa@example.net,PF,14635970884,2022-03-15T12:54:00.000Z,1969-06-23,"Condomínio Sophie Dias, 6
Santo Antônio
56754-389 da Rocha / PR",58189415,PR
728,Catarina Porto,limastella@example.com,PF,34256098151,2021-04-13T14:49:00.000Z,1973-10-30,"Rua Raul da Conceição, 25
Camargos
27511678 Almeida / PA",22899-697,PA
729,Julia Costa,danilo69@example.net,PF,30659271443,2021-12-04T14:02:00.000Z,1993-04-17,"Vila Stephany Lima, 314
Alto Vera Cruz
46054-639 Aragão das Flores / PB",34655-135,PB
730,João Felipe Souza,sophia95@example.org,PF,49825730188,2019-11-14T14:19:00.000Z,1961-09-09,"Pátio Ana Lívia Alves, 54
São Pedro
44614-378 Ramos / RS",57730-096,RS
731,Levi Aragão,alicia89@example.org,PF,08642513780,2022-09-03T11:43:00.000Z,1945-04-06,"Sítio Clara Melo, 58
Ouro Minas
67219327 Gonçalves / PE",02646-526,PE
732,Raul Costela,pedroda-luz@example.com,PF,86027315903,2020-01-12T12:46:00.000Z,1943-09-03,"Morro de Cavalcanti, 852
Esperança
08678044 da Paz de Silveira / ES",78113-685,ES
733,Noah Barros,yuri06@example.net,PF,12478693500,2021-12-27T14:43:00.000Z,1946-04-18,"Quadra Maria Luiza Caldeira, 85
Grajaú
78384722 Novaes / AL",97714-816,AL
734,Marcelo da Mota,davi-lucca76@example.net,PF,81695437039,2013-10-24T10:03:00.000Z,1957-08-15,"Feira Fernandes, 526
Confisco
28167329 Silva da Praia / PA",37929375,PA
735,Maria Sophia Silveira,mda-luz@example.com,PF,18964720520,2017-11-12T15:23:00.000Z,1988-07-15,"Núcleo Nina Castro
Universo
61010121 Ribeiro / RS",62560-172,RS
736,Isaac Nascimento,pintoandre@example.com,PF,85032641707,2016-10-06T14:55:00.000Z,1962-05-17,"Largo Novaes, 62
Alípio De Melo
10978-312 Castro / RO",03366293,RO
737,Maria Luiza da Luz,gabrielly88@example.net,PF,12359807404,2019-10-05T13:34:00.000Z,1978-10-24,"Favela de Souza, 26
Santa Helena
82065-718 Novaes de Mendes / AL",61096383,AL
738,Calebe Campos,miguel55@example.net,PF,28754036135,2021-07-25T13:26:00.000Z,1947-10-03,"Aeroporto de Melo
Conjunto Jardim Filadélfia
93063-195 Mendes / GO",33631-389,GO
739,Giovanna da Mota,pereiraraquel@example.net,PF,97245601801,2015-09-24T12:55:00.000Z,1994-05-03,"Feira da Paz, 25
Dona Clara
51727-260 Cunha da Serra / DF",55887339,DF
740,Letícia Silva,alanasales@example.com,PF,18543069793,2016-08-05T13:07:00.000Z,1989-04-09,"Vereda de Moreira, 617
Ribeiro De Abreu
80132149 Sales / MS",97477173,MS
741,Julia Nogueira,luigi30@example.com,PF,71043852662,2020-05-28T14:40:00.000Z,1957-03-12,"Núcleo Sales
Vila São Francisco
99853035 Porto / RN",22419-375,RN
742,Brenda Caldeira,laurapinto@example.org,PF,68153240951,2013-09-25T13:54:00.000Z,1981-07-06,"Esplanada Lopes, 5
Caiçara - Adelaide
23611863 Duarte / MT",84087-180,MT
743,Enrico Almeida,brenda64@example.com,PF,91348076593,2014-05-06T12:33:00.000Z,1990-03-01,"Lago Vitor da Rosa, 61
Santa Terezinha
62952423 da Paz / MA",72563332,MA
744,Lucca da Mata,freitasmurilo@example.org,PF,36591728040,2022-11-22T13:40:00.000Z,1965-07-17,"Núcleo Maria Sophia Mendes
Vila Petropolis
62254661 da Mota de Minas / MS",56414647,MS
745,Murilo Teixeira,stephanyda-costa@example.net,PF,97412580388,2012-03-10T14:32:00.000Z,1991-01-23,"Condomínio de Rodrigues, 85
Nazare
16000115 Silva / PB",06896584,PB
746,Sabrina Novaes,ferreirarenan@example.org,PF,86217405326,2021-10-16T15:37:00.000Z,1967-06-22,"Jardim Alice Melo, 731
Vila Madre Gertrudes 2ª Seção
51606454 da Conceição / PR",22295341,PR
747,Ana Júlia Lopes,melodaniel@example.org,PF,02159436780,2019-09-22T14:45:00.000Z,1999-07-11,"Via da Paz, 4
Jaraguá
51962036 Mendes Alegre / PE",42797984,PE
748,Ana Gomes,uda-rocha@example.org,PF,40193687593,2019-01-07T12:13:00.000Z,1972-02-13,"Alameda Almeida, 79
Parque São José
36813702 Pereira / RN",97121870,RN
749,Sophia da Costa,catarinamoraes@example.net,PF,76203945161,2015-05-25T11:18:00.000Z,1975-03-23,"Rua de Rezende, 58
Luxemburgo
59483-640 Fogaça do Amparo / MS",17836-740,MS
750,Cecília Oliveira,stellaferreira@example.net,PF,26034187508,2016-03-14T12:37:00.000Z,1980-02-16,"Rua de Jesus, 69
Vista Do Sol
89169005 Castro do Campo / CE",63109-676,CE
751,Emanuelly Monteiro,xda-mota@example.com,PF,65321780471,2021-05-02T14:49:00.000Z,1974-11-01,"Loteamento Moraes, 74
Vila São Geraldo
98347-948 Castro do Campo / AC",46688811,AC
752,Anthony da Costa,wcarvalho@example.net,PF,30569284783,2021-07-06T13:58:00.000Z,1981-03-24,"Distrito Moraes, 39
Nova Esperança
79330-623 Rocha / GO",32305089,GO
753,Lorenzo Ferreira,da-rochalevi@example.org,PF,54108632915,2016-11-19T11:51:00.000Z,1987-04-30,"Trevo de Rocha, 63
Vila Sumaré
23250209 Caldeira / AM",72838-330,AM
754,Levi Barros,aliceviana@example.net,PF,50742183904,2011-08-26T10:00:00.000Z,1971-04-17,"Alameda Lima
Apolonia
63793-181 Cavalcanti / RN",02177385,RN
755,Benjamin Fernandes,bryanpeixoto@example.org,PF,28397604529,2018-06-03T10:05:00.000Z,1953-11-19,"Estrada de Aragão, 91
Santa Rosa
78571-740 Lopes / AL",12621-249,AL
756,Brenda Jesus,rcunha@example.org,PF,37896152002,2019-12-17T12:28:00.000Z,1973-05-04,"Área Thales Novaes, 77
Sion
35555045 Oliveira / MS",88600-713,MS
757,Lívia Nascimento,npires@example.net,PF,39420681769,2010-06-26T12:51:00.000Z,1988-09-16,"Lago de Castro, 24
Vila Maloca
99196-911 Araújo de Goiás / PI",96519927,PI
758,Maria Vitória da Conceição,cnunes@example.com,PF,08654317280,2015-12-22T11:17:00.000Z,1946-02-04,"Parque Olivia Moreira, 47
Vila Barragem Santa Lúcia
67886599 Caldeira do Sul / PI",34759599,PI
759,Guilherme Campos,ana-lauralima@example.net,PF,47581693228,2022-06-18T15:00:00.000Z,1981-12-27,"Esplanada Carolina Viana, 77
Piratininga
16215510 Rezende / SE",34998-077,SE
760,Nathan Silva,nicole70@example.com,PF,21058496794,2010-01-19T12:12:00.000Z,2004-01-18,"Distrito Matheus Duarte, 14
Liberdade
56336-953 Fernandes do Amparo / ES",31171901,ES
761,Paulo da Cruz,alana84@example.org,PF,97851032423,2013-02-14T15:49:00.000Z,2006-07-16,"Lagoa Henrique Silva, 45
Vila Rica
18252585 Rezende de Minas / MT",59049270,MT
762,Luiza Vieira,ocunha@example.net,PF,09712543897,2019-05-10T12:23:00.000Z,1986-07-17,"Praça de Teixeira, 60
Ademar Maldonado
58607829 Melo da Prata / SC",98422659,SC
763,Ana Carolina Barbosa,ana-juliabarbosa@example.net,PF,61457238071,2018-10-26T10:10:00.000Z,1947-10-15,"Jardim de Fernandes, 35
Boa União 2ª Seção
44352599 Jesus Verde / RN",83045-820,RN
764,Kevin Caldeira,usantos@example.org,PF,59823604142,2017-07-19T16:18:00.000Z,1969-05-25,"Favela Luiz Henrique das Neves, 1
Gutierrez
97459-848 Novaes / PI",79192-025,PI
765,Evelyn Moraes,elisapereira@example.net,PF,85219746049,2017-05-26T16:51:00.000Z,1995-06-02,"Núcleo Isis Costa, 746
Jaraguá
61736-997 Jesus / RO",75742-850,RO
766,Alexia Silveira,qcosta@example.org,PF,05241978658,2013-05-24T10:36:00.000Z,1991-04-02,"Residencial Larissa Nogueira
Barão Homem De Melo 1ª Seção
39630269 da Paz / ES",98297-488,ES
767,Raul da Conceição,renan61@example.org,PF,34062159805,2016-09-19T11:24:00.000Z,1948-05-29,"Ladeira de Teixeira
São Jorge 2ª Seção
16095759 Lopes / SC",98312221,SC
768,Pietro Nunes,da-luzthiago@example.net,PF,69153248791,2022-01-22T16:50:00.000Z,1978-12-10,"Estrada da Conceição, 672
Monte São José
32825-276 Monteiro de Monteiro / ES",37423-099,ES
769,Luiz Henrique Teixeira,gfogaca@example.net,PF,47396105234,2018-11-08T12:17:00.000Z,1985-06-12,"Travessa de Oliveira, 2
Chácara Leonina
74626-466 da Rocha Paulista / AL",02994-106,AL
770,Maysa Nunes,fernandeslavinia@example.net,PF,84570269338,2021-03-10T15:15:00.000Z,1955-02-27,"Praça Enzo Gabriel Porto, 824
Xangri-Lá
67783-202 Cunha de Silva / PI",85418025,PI
771,Pietra Rezende,marcelocunha@example.org,PF,50167283480,2019-06-15T11:56:00.000Z,1973-05-03,"Lago de da Cunha, 6
Grotinha
02691303 Ramos / RJ",64413392,RJ
772,Ana Clara Peixoto,joao-guilhermemartins@example.com,PF,25784936182,2013-10-23T13:55:00.000Z,1971-03-27,"Trevo de Pereira, 3
Vila Das Oliveiras
36608-270 Mendes / RJ",45547061,RJ
773,Mariana Cardoso,azevedogustavo-henrique@example.org,PF,18942653006,2011-04-04T12:00:00.000Z,2007-04-17,"Conjunto de da Costa
Vila Vista Alegre
49358507 da Mata da Serra / CE",94129-624,CE
774,Daniela Martins,aragaoraul@example.org,PF,25984730600,2019-07-21T15:43:00.000Z,2003-06-13,"Colônia Dias, 30
Barão Homem De Melo 1ª Seção
20603-793 Alves Verde / CE",25376-809,CE
775,Ian da Mota,duartelevi@example.com,PF,92856034756,2017-10-15T13:33:00.000Z,1982-04-14,"Esplanada Samuel Silva, 91
Vila Havaí
57093988 Azevedo / PA",78568206,PA
776,Lucas Gabriel Carvalho,emanuella37@example.com,PF,78329610403,2018-03-03T11:58:00.000Z,1991-02-18,"Ladeira Moura, 10
Novo São Lucas
64337213 Rezende da Mata / CE",24105-130,CE
777,Bryan Barros,brunonunes@example.com,PF,17293856482,2018-08-20T11:46:00.000Z,1957-07-26,"Parque de Gonçalves, 18
Cidade Jardim Taquaril
90782-429 Silveira do Galho / RJ",26042844,RJ
778,Bernardo Costela,correiamaria-julia@example.net,PF,84105273914,2016-04-04T11:42:00.000Z,1977-08-04,"Sítio da Rosa, 4
Coração Eucarístico
52867-942 Vieira das Flores / PE",14760-593,PE
779,Emilly Fogaça,goncalvesana-laura@example.com,PF,05286394710,2021-03-15T14:30:00.000Z,1956-03-30,"Estação Pedro Silveira, 5
Dom Silverio
81309-097 da Paz da Praia / PI",95386644,PI
780,Ian Teixeira,maria-sophia21@example.net,PF,79486305200,2018-01-18T11:05:00.000Z,1959-04-17,"Pátio Correia, 20
Vila Nova Cachoeirinha 1ª Seção
13763-234 Rodrigues Grande / AL",92352606,AL
781,Kaique Nascimento,isabel79@example.net,PF,27851630444,2017-06-27T12:10:00.000Z,1996-03-26,"Vereda de da Rosa, 19
Universo
45167600 da Mota das Pedras / PI",91597-149,PI
782,Vitor Gabriel Dias,enrico69@example.com,PF,58316029740,2016-03-01T15:20:00.000Z,1943-08-09,"Praça Miguel Azevedo, 96
Buritis
78003-425 Rezende / PI",85558063,PI
783,Beatriz da Rosa,cardosobernardo@example.com,PF,01428379622,2017-02-25T15:33:00.000Z,2001-11-16,"Chácara Fernando Silveira, 48
Vila Santo Antônio Barroquinha
27910-738 da Cunha / AL",00783-593,AL
784,Luigi da Mota,teixeiramarcelo@example.org,PF,17065923886,2014-02-12T12:29:00.000Z,1965-07-16,"Campo Rocha, 743
Campo Alegre
63541-173 Rezende de Teixeira / MA",16704378,MA
785,Joaquim Barros,maria-julia46@example.com,PF,41730259634,2022-06-03T11:58:00.000Z,1978-03-12,"Conjunto Monteiro, 24
Conjunto Capitão Eduardo
12174380 Almeida Verde / RR",90108956,RR
786,Catarina das Neves,heloisaviana@example.org,PF,24579638000,2017-10-22T15:15:00.000Z,1985-06-12,"Praia Lima, 93
São Lucas
05507942 Duarte / AL",37577-612,AL
787,Catarina Martins,fariasalana@example.org,PF,09378215432,2019-11-25T15:11:00.000Z,1990-08-03,"Fazenda Almeida, 87
Vila São Gabriel
99637-696 Dias / AM",62532616,AM
788,Rafael Aragão,cardosonoah@example.net,PF,63849721078,2012-09-08T11:10:00.000Z,2004-12-07,"Residencial Lopes, 3
Santa Rita De Cássia
96748472 Almeida / MS",75394-262,MS
789,Mariana da Luz,mendesnatalia@example.net,PF,90816275386,2016-10-23T13:50:00.000Z,1951-11-02,"Condomínio de da Rocha, 688
Cidade Nova
25440284 da Rocha dos Dourados / CE",92434-839,CE
790,Juan Silva,ana-laura09@example.com,PF,08642793104,2021-07-26T11:03:00.000Z,1989-03-16,"Quadra da Rosa
Confisco
83648547 Peixoto dos Dourados / CE",00012132,CE
791,Mirella Monteiro,bsilva@example.com,PF,74521089658,2022-08-08T14:54:00.000Z,1967-10-02,"Campo Pereira
Álvaro Camargos
40008479 Moraes Grande / MT",86502637,MT
792,Kaique Moreira,brenodas-neves@example.net,PF,47836901203,2017-12-16T14:03:00.000Z,1968-06-23,"Condomínio Clarice Campos, 22
Garças
20292-747 Costela / PR",74008183,PR
793,Davi Lucas Costa,dmendes@example.net,PF,59160483784,2022-12-22T12:07:00.000Z,1965-05-04,"Colônia Lavínia Gonçalves, 42
Jardim São José
18273-735 Nunes / CE",83982453,CE
794,Sarah Carvalho,aragaoyuri@example.net,PF,25867410994,2018-11-03T11:32:00.000Z,1956-03-12,"Área Correia, 65
Andiroba
28626760 Pinto Grande / AM",76039987,AM
795,Miguel Barbosa,pporto@example.org,PF,97654081294,2019-10-27T16:31:00.000Z,1977-05-11,"Colônia Anthony Moraes, 17
Primeiro De Maio
83248546 Pinto Paulista / AP",90441-069,AP
796,Rafael Alves,mendeseduardo@example.com,PF,47896032104,2022-04-26T15:38:00.000Z,2003-03-29,"Colônia Emilly Barros, 19
Conjunto Celso Machado
94482-055 Cardoso / AC",50247-386,AC
797,Maria Julia Lopes,maria-alicelopes@example.org,PF,09746125370,2017-07-27T13:31:00.000Z,1987-02-15,"Pátio de Fernandes, 99
Madre Gertrudes
50670-980 Dias / AP",51408-110,AP
798,Marina Nascimento,caldeiraisadora@example.net,PF,51324689005,2018-11-02T13:17:00.000Z,1955-09-22,"Recanto Araújo, 5
Fazendinha
48706099 Cavalcanti da Mata / GO",50999143,GO
799,Clarice Souza,hdias@example.org,PF,80327496169,2011-11-17T13:38:00.000Z,1966-02-05,"Alameda Laís Ferreira
Jardim Montanhês
89031161 Porto / SP",84155942,SP
800,Maysa Melo,marina83@example.com,PF,14508732941,2021-10-06T15:28:00.000Z,1968-10-11,"Rua Rezende, 55
Santa Terezinha
09736-961 Araújo / TO",38982575,TO
801,Emilly da Rocha,stephanycavalcanti@example.org,PF,27918540379,2019-11-15T12:08:00.000Z,1987-10-26,"Trevo Enzo Fernandes, 46
Esplanada
14916674 Nogueira / TO",94110218,TO
802,Ana Laura Rodrigues,ana-juliacostela@example.org,PF,63948125791,2022-01-19T13:45:00.000Z,1959-02-24,"Alameda Danilo Dias, 2
Itaipu
29948-450 Silveira dos Dourados / SP",14475-773,SP
803,Maitê Carvalho,oda-paz@example.com,PF,42986715001,2021-02-04T12:07:00.000Z,1980-08-27,"Parque Silveira, 948
Nova Gameleira
63117-878 Vieira / SE",05052-527,SE
804,Clarice da Mata,moraesnathan@example.org,PF,46392158782,2021-12-09T15:33:00.000Z,1957-01-21,"Praça de Aragão, 12
Cdi Jatoba
32515-712 Duarte Alegre / RS",97013514,RS
805,Mirella Rocha,csales@example.com,PF,93065184206,2019-10-16T16:27:00.000Z,1991-05-15,"Rodovia de Barbosa, 999
São Francisco Das Chagas
66167198 Ramos / RO",80650052,RO
806,Esther Duarte,da-rocharyan@example.com,PF,53174698057,2014-10-26T14:37:00.000Z,1948-09-23,"Via Yuri da Rosa, 36
Marilandia
83202217 Cardoso de Fogaça / MT",56185407,MT
807,Emilly Campos,maria-vitoria13@example.net,PF,54791280601,2017-10-07T14:22:00.000Z,1965-03-29,"Travessa de Porto, 97
Jardim América
51139890 Aragão / AL",87688-684,AL
808,Ian Barbosa,natalia14@example.net,PF,89014256370,2013-07-17T11:40:00.000Z,1999-03-18,"Ladeira de Pires, 29
Baleia
09480752 Campos da Prata / PA",51484-822,PA
809,Caio Gonçalves,davi-luizfreitas@example.net,PF,47058369100,2021-09-03T12:22:00.000Z,1973-11-18,"Residencial Duarte, 90
Etelvina Carneiro
26789671 Moraes / RN",87163-980,RN
810,Samuel Araújo,maitealves@example.org,PF,49106532799,2014-09-28T15:37:00.000Z,1977-01-11,"Vila de Cardoso, 29
Tres Marias
69940-508 Sales de Pires / SE",21591435,SE
811,Marcela Sales,carlos-eduardo46@example.com,PF,40275163890,2020-06-18T16:28:00.000Z,1975-08-12,"Avenida Matheus da Rocha, 1
Santa Tereza
34130927 Gonçalves da Prata / AC",22928398,AC
812,João Guilherme Alves,azevedoraul@example.net,PF,95063421725,2021-11-17T15:55:00.000Z,1977-10-22,"Avenida de Azevedo, 60
Alta Tensão 1ª Seção
75027330 Moura da Mata / BA",64214-944,BA
813,Eloah Jesus,vcarvalho@example.com,PF,20468753974,2014-12-25T14:00:00.000Z,1990-10-26,"Recanto Ramos, 29
Caetano Furquim
02562-950 Peixoto / AC",74632-959,AC
814,Marcela da Paz,alexandreda-mata@example.org,PF,54279381682,2022-12-16T13:41:00.000Z,1959-09-19,"Chácara Castro, 63
Santa Cecilia
30119-374 da Paz Verde / PA",93983938,PA
815,Rebeca Viana,piresmarcela@example.com,PF,83205479629,2013-06-21T12:17:00.000Z,2007-10-02,"Chácara de Caldeira, 93
Vila Jardim Alvorada
53433330 Moura / AL",81548-188,AL
816,Luna Melo,caldeiranicolas@example.com,PF,49132758600,2013-03-19T14:31:00.000Z,1967-10-30,"Travessa de Fernandes, 242
Vila Satélite
62724113 Fernandes da Mata / RJ",05254-597,RJ
817,Ana Vitória da Rocha,wpinto@example.net,PF,52139687086,2017-10-10T14:17:00.000Z,2003-03-17,"Pátio de Teixeira
São Salvador
81363-722 Costa / AM",48804710,AM
818,Emanuelly Nunes,vitor-gabriel68@example.com,PF,52978064102,2016-02-06T13:17:00.000Z,2003-01-21,"Aeroporto Duarte, 17
Mantiqueira
84489-125 Almeida / AP",33065-231,AP
819,João Felipe da Mota,moraesvinicius@example.net,PF,30871629577,2022-05-14T14:57:00.000Z,2003-07-24,"Pátio Julia Viana, 5
Funcionários
61762-688 Melo / RR",61425660,RR
820,Ana Carolina Correia,unascimento@example.org,PF,20187356408,2017-01-12T14:28:00.000Z,1996-07-24,"Esplanada Caldeira
Guaratã
67684-942 Porto Alegre / DF",16000-182,DF
821,Lucas Aragão,cavalcantirodrigo@example.org,PF,12937850405,2022-06-17T15:39:00.000Z,1983-09-25,"Lagoa Daniel Nunes, 88
Luxemburgo
49270359 da Costa / MG",35356453,MG
822,Lara Novaes,larissa41@example.com,PF,15743962006,2021-08-14T10:50:00.000Z,1968-06-29,"Vila Sales, 142
Floramar
06234905 Pereira da Serra / MS",01042616,MS
823,Gabriela Jesus,pereirasofia@example.org,PF,04517839214,2020-11-14T14:44:00.000Z,1945-03-03,"Vila de Fernandes, 36
Vila Betânia
06336-716 Aragão de da Rosa / GO",80180-678,GO
824,Bianca da Conceição,lfogaca@example.org,PF,40258367180,2019-10-04T14:28:00.000Z,1977-07-25,"Loteamento da Rosa
Novo Glória
63707-894 Aragão / SP",02640-210,SP
825,Stephany Aragão,ramosleandro@example.org,PF,72940513805,2013-12-15T12:03:00.000Z,1944-01-29,"Morro Maitê Cavalcanti, 414
Vila Olhos D'água
22573558 Silva / AM",97291393,AM
826,João Lucas Gonçalves,thiago96@example.net,PF,13276948591,2017-07-11T14:08:00.000Z,1964-01-07,"Trecho Silveira, 5
Vale Do Jatoba
47048460 Lopes Verde / PE",37809-177,PE
827,Emilly Silveira,lopesotavio@example.org,PF,73610548975,2018-10-09T13:30:00.000Z,2006-08-26,"Condomínio Barbosa, 458
Vila Nova Cachoeirinha 2ª Seção
86299-205 Caldeira de das Neves / TO",84318-611,TO
